TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80031832;AB;ab00709351;zz00000297
ge80033037;AB;ab00709509;zz00000298
ge80003657;AB;ab00709467;zz00000299
ge80003655;AB;ab00709467;zz00000300
ge80006776;AB;ab00709522;zz00000301
ge80019668;AB;ab00709514;zz00000302
ge80006646;AB;ab00709519;zz00000303
ge80034489;AB;ab00700812;zz00000304
ge80074181;AB;ab00709482;zz00000305
ge80034254;AB;ab00709355;zz00000306
ge80034346;AB;ab00709390;zz00000307
ge80031913;AB;ab00709356;zz00000308
ge80128561;AB;ab00709420;zz00000309
ge80033815;AB;ab00709275;zz00000310
ge80079738;AB;ab00709163;zz00000311
ge80124825;AB;ab00709239;zz00000312
ge80035322;AB;ab00709083;zz00000313
ge80033830;AB;ab00709286;zz00000314
ge80128190;AB;ab00709077;zz00000315
ge80090159;AB;ab00709078;zz00000316
ge80044132;AB;ab00709128;zz00000317
ge80087308;AB;ab00709263;zz00000318
ge80031067;AB;ab00709149;zz00000319
ge80031068;AB;ab00709150;zz00000320
ge80033467;AB;ab00709148;zz00000321
ge80081927;AB;ab00709274;zz00000322
ge80033656;AB;ab00709229;zz00000323
ge80032209;AB;ab00700843;zz00000324
ge80082616;AB;ab00709410;zz00000325
ge80078209;AB;ab00709395;zz00000326
ge80115769;AB;ab00709237;zz00000327
ge80117246;AB;ab00709384;zz00000328
ge80110803;AB;ab00709127;zz00000329
ge80089966;AB;ab00709044;zz00000330
ge80096395;AB;ab00709058;zz00000331
ge80079729;AB;ab00709145;zz00000332
ge80128308;AB;ab00709220;zz00000333
ge80030877;AB;ab00709053;zz00000334
ge80081471;AB;ab00709080;zz00000335
ge80082667;AB;ab00709424;zz00000336
ge80102747;AB;ab00709438;zz00000337
ge80012757;AB;ab00709030;zz00000338
ge80075578;AB;ab00709374;zz00000339
ge80049816;AB;ab00709479;zz00000340
ge80015793;ab;ab00709489;zz00000341
ge80133868;AB;ab00700407;zz00000342
ge80007158;AB;ab00709513;zz00000343
ge80032381;AB;ab00700186;zz00000344
ge80033020;AB;ab00709503;zz00000345
ge80005443;AB;ab00709487;zz00000346
ge80005442;AB;ab00709487;zz00000347
ge80032423;AB;ab00709474;zz00000348
ge80093691;AB;ab00709181;zz00000349
ge80079224;AB;ab00709490;zz00000350
ge80083529;AB;ab00709494;zz00000351
ge80083534;AB;ab00709495;zz00000352
ge80083294;AB;ab00709478;zz00000353
ge80128612;AB;ab00709032;zz00000354
ge80128613;AB;ab00709033;zz00000355
ge80036376;AE;ae81059034;zz00000356
ge80000334;AE;ae81059029;zz00000357
ge80000335;AE;ae81059030;zz00000358
ge80132719;AE;ae80221237;zz00000359
ge80131422;AE;ae80402818;zz00000360
ge80131787;AE;ae80170655;zz00000361
ge80133216;AE;ae80427592;zz00000362
ge80078624;AE;ae81059059;zz00000363
ge80121928;AE;ae80189110;zz00000364
ge80128441;AE;ae81059050;zz00000365
ge80106443;AE;ae81059052;zz00000366
ge80088100;AE;ae81059028;zz00000367
ge80107453;AE;ae80625320;zz00000368
ge80107494;AE;ae81059036;zz00000369
ge80132737;AE;ae81059047;zz00000370
ge80132736;AE;ae80960154;zz00000371
ge80131598;AE;ae80767046;zz00000372
ge80132059;AE;ae80704219;zz00000373
ge80111011;AE;ae80019253;zz00000374
ge80068756;AE;ae81059055;zz00000375
ge80077324;AE;ae81059041;zz00000376
ge80077615;AE;ae81059044;zz00000377
ge80077614;AE;ae81059043;zz00000378
ge80077613;AE;ae81059042;zz00000379
ge80088615;AE;ae81059045;zz00000380
ge80077065;AE;ae81059035;zz00000381
ge80070614;AE;ae81059054;zz00000382
ge80129087;AE;ae81006912;zz00000383
ge80076891;AE;ae81059031;zz00000384
ge80093993;AE;ae80516061;zz00000385
ge80123973;AE;ae81059057;zz00000386
ge80074881;AE;ae81059056;zz00000387
ge80044276;AB;ab00709232;zz00000388
ge80129327;AE;ae80508356;zz00000389
ge80107712;AE;ae80001503;zz00000390
ge80116803;AE;ae81059046;zz00000391
ge80131329;AE;ae80049997;zz00000392
ge80009653;AE;ae81059024;zz00000393
ge80129039;AE;ae80437724;zz00000394
ge80012793;AE;ae80146836;zz00000395
ge12207406;AE;ae81059032;zz00000396
ge80091102;AE;ae81059051;zz00000397
ge80115855;AE;ae81059037;zz00000398
ge80081384;AE;ae81059027;zz00000399
ge80081429;AE;ae81059023;zz00000400
ge80122463;AE;ae81059040;zz00000401
ge80069746;AE;ae81059026;zz00000402
ge80064170;AE;ae81059049;zz00000403
ge80100445;US;us84093375;zz00000404
ge80123233;US;us84092998;zz00000405
ge80096845;US;us84088909;zz00000406
ge80097630;US;us84089954;zz00000407
ge80099857;US;us84092721;zz00000408
ge80099812;US;us84092663;zz00000409
ge80101725;US;us80974343;zz00000410
ge80097546;US;us84089855;zz00000411
ge80135571;US;us84088508;zz00000412
ge80135995;US;us84089495;zz00000413
ge80068841;US;us80555373;zz00000414
ge80099417;US;us00178889;zz00000415
ge80135858;US;us84089156;zz00000416
ge80137778;US;us84093665;zz00000417
ge80136588;US;us84090913;zz00000418
ge80136973;US;us84091855;zz00000419
ge80137227;US;us84092259;zz00000420
ge80137434;US;us84092874;zz00000421
ge80099927;US;us13921996;zz00000422
ge80099811;US;us82000890;zz00000423
ge80097080;US;us84089357;zz00000424
ge80101193;US;us84094322;zz00000425
ge80098802;US;us84091293;zz00000426
ge80101292;US;us84094427;zz00000427
ge80096393;US;us84088401;zz00000428
ge80097336;US;us84089578;zz00000429
ge80099415;US;us84092039;zz00000430
ge80100908;US;us84093957;zz00000431
ge80097785;US;us84090143;zz00000432
ge80121773;US;us84090184;zz00000433
ge80122221;US;us84091079;zz00000434
ge80123349;US;us84093318;zz00000435
ge80123537;US;us84093748;zz00000436
ge80099647;US;us84092314;zz00000437
ge80099088;US;us84091719;zz00000438
ge80100693;US;us84093687;zz00000439
ge80100769;US;us84093789;zz00000440
ge80052486;US;us84092250;zz00000441
ge80051069;US;us84088558;zz00000442
ge80100692;US;us84093686;zz00000443
ge80051223;US;us84089096;zz00000444
ge80100656;US;us84093639;zz00000445
ge80096290;US;us84088259;zz00000446
ge80053251;US;us84094399;zz00000447
ge80051070;US;us84088559;zz00000448
ge80101790;US;us84095092;zz00000449
ge80098786;US;us84091273;zz00000450
ge80099269;US;us84091925;zz00000451
ge80098487;US;us84090933;zz00000452
ge80098502;US;us84090949;zz00000453
ge80097786;US;us80070371;zz00000454
ge80099236;US;us84091881;zz00000455
ge80098700;US;us12827789;zz00000456
ge80051653;US;us81984491;zz00000457
ge80052698;US;us84092772;zz00000458
ge80053324;US;us12082460;zz00000459
ge80097358;US;us10680537;zz00000460
ge80096546;US;us84088572;zz00000461
ge80100715;US;us84093710;zz00000462
ge80099240;US;us82130451;zz00000463
ge80096869;US;us84088938;zz00000464
ge80000731;US;us84090381;zz00000465
ge80068782;US;us84088455;zz00000466
ge80100546;US;us84093518;zz00000467
ge80098594;US;us84091057;zz00000468
ge80098354;US;us84090758;zz00000469
ge80097534;US;us84089841;zz00000470
ge80051034;US;us84088428;zz00000471
ge80123377;US;us84093381;zz00000472
ge80122434;US;us00288927;zz00000473
ge80097921;US;us84090279;zz00000474
ge80101784;US;us84095084;zz00000475
ge80099675;US;us80938368;zz00000476
ge80081350;US;us84093826;zz00000477
ge80135812;US;us84089021;zz00000478
ge80101210;US;us12744119;zz00000479
ge80100910;US;us10404936;zz00000480
ge80100589;US;us84093559;zz00000481
ge80101373;US;us84094517;zz00000482
ge80099684;US;us84092356;zz00000483
ge80123696;US;us84094136;zz00000484
ge80091243;US;us84093145;zz00000485
ge80099671;US;us84092344;zz00000486
ge80052987;US;us80263774;zz00000487
ge80053328;US;us84094677;zz00000488
ge80097382;US;us81372432;zz00000489
ge80097194;US;us00159063;zz00000490
ge80097048;US;us84089184;zz00000491
ge80090451;AB;ab00709219;zz00000492
ge80053412;US;us84095077;zz00000493
ge80053072;US;us84093901;zz00000494
ge80121424;US;us84089309;zz00000495
ge80122360;US;us84091322;zz00000496
ge80122563;US;us84091780;zz00000497
ge80122197;US;us13054452;zz00000498
ge80097655;US;us84089988;zz00000499
ge80123235;US;us84093006;zz00000500
ge80100360;US;us84093272;zz00000501
ge80052092;US;us80829791;zz00000502
ge80097106;US;us84089268;zz00000503
ge80136334;US;us52054507;zz00000504
ge80135607;US;us84088588;zz00000505
ge80097693;US;us84090044;zz00000506
ge80136369;US;us84090456;zz00000507
ge80136192;US;us84090036;zz00000508
ge80135710;US;us84088765;zz00000509
ge80137565;US;us84093113;zz00000510
ge80137807;US;us82547166;zz00000511
ge80137916;US;us84094051;zz00000512
ge80137964;US;us84094146;zz00000513
ge80138143;US;us84094667;zz00000514
ge80136745;US;us00173718;zz00000515
ge80136799;US;us84091432;zz00000516
ge80136841;US;us84091718;zz00000517
ge80136900;US;us81837910;zz00000518
ge80137097;US;us84092017;zz00000519
ge80137254;US;us82176904;zz00000520
ge80137339;US;us84092655;zz00000521
ge80101306;US;us81882156;zz00000522
ge80096287;US;us84088255;zz00000523
ge80098542;US;us84090997;zz00000524
ge80100174;US;us00101545;zz00000525
ge80096259;US;us84088498;zz00000526
ge80099084;US;us84091714;zz00000527
ge80096940;US;us82345968;zz00000528
ge80098459;US;us84090899;zz00000529
ge80097039;US;us84089171;zz00000530
ge80097729;US;us83656936;zz00000531
ge80121069;US;us84088575;zz00000532
ge80122175;US;us84090967;zz00000533
ge80122937;US;us84092301;zz00000534
ge80123313;US;us84093201;zz00000535
ge80123848;US;us84094556;zz00000536
ge80096872;US;us84088941;zz00000537
ge80100965;US;us84094036;zz00000538
ge80101207;US;us84094343;zz00000539
ge80096782;US;us84088843;zz00000540
ge80051309;US;us84089381;zz00000541
ge80096469;US;us13568048;zz00000542
ge80051786;US;us81451691;zz00000543
ge80100716;US;us81539068;zz00000544
ge80122558;US;us84091773;zz00000545
ge80121658;US;us83496943;zz00000546
ge80097529;US;us84089832;zz00000547
ge80052640;US;us84092652;zz00000548
ge80100294;US;us84093194;zz00000549
ge80100765;US;us00042149;zz00000550
ge80099807;US;us84092661;zz00000551
ge80101513;US;us81589781;zz00000552
ge80098734;US;us84091212;zz00000553
ge80099980;US;us84092872;zz00000554
ge80098413;US;us84090833;zz00000555
ge80099110;US;us84091739;zz00000556
ge80098727;US;us84091207;zz00000557
ge80099109;US;us80251674;zz00000558
ge80052011;US;us84091563;zz00000559
ge80123324;US;us83455749;zz00000560
ge80123325;US;us50293784;zz00000561
ge80123816;US;us10244499;zz00000562
ge80101080;US;us81362517;zz00000563
ge80097838;US;us84090186;zz00000564
ge80052055;US;us84091763;zz00000565
ge80052981;US;us84093607;zz00000566
ge80122579;US;us50755430;zz00000567
ge80051384;US;us13697606;zz00000568
ge80135943;US;us84089362;zz00000569
ge80051654;US;us84090546;zz00000570
ge80054533;US;us00030810;zz00000571
ge80100968;US;us84094040;zz00000572
ge80052115;US;us81436839;zz00000573
ge80051940;US;us84091405;zz00000574
ge80051968;US;us84091496;zz00000575
ge80123511;US;us50957674;zz00000576
ge80051350;US;us00071086;zz00000577
ge80068827;US;us81538611;zz00000578
ge80098458;US;us84090897;zz00000579
ge80100279;US;us12837708;zz00000580
ge80123876;US;us84094650;zz00000581
ge80121606;US;us84089797;zz00000582
ge80052860;US;us13727273;zz00000583
ge80097697;US;us84090047;zz00000584
ge80090282;US;us84089557;zz00000585
ge80090017;US;us84093558;zz00000586
ge80100973;US;us84094046;zz00000587
ge80123012;US;us83521778;zz00000588
ge80101698;US;us84094941;zz00000589
ge80098016;US;us84090399;zz00000590
ge80050998;US;us84088288;zz00000591
ge80097751;US;us84090106;zz00000592
ge80098641;US;us84091120;zz00000593
ge80052436;US;us84092109;zz00000594
ge80051755;US;us84090719;zz00000595
ge80096748;US;us84088808;zz00000596
ge80070432;US;us80550623;zz00000597
ge80090295;US;us14107717;zz00000598
ge80123879;US;us12262090;zz00000599
ge80098005;US;us14371210;zz00000600
ge80052617;US;us84092601;zz00000601
ge80099427;US;us84092054;zz00000602
ge80101760;US;us84095041;zz00000603
ge80100312;US;us84093211;zz00000604
ge80096562;US;us84088601;zz00000605
ge80101601;US;us84094819;zz00000606
ge80098563;US;us84091023;zz00000607
ge80097685;US;us84090035;zz00000608
ge80051194;US;us84089022;zz00000609
ge80096279;US;us84088246;zz00000610
ge80051050;US;us80884634;zz00000611
ge80123530;US;us84093719;zz00000612
ge80051400;US;us84089727;zz00000613
ge80135503;US;us84088330;zz00000614
ge80135624;US;us84088615;zz00000615
ge80101598;US;us84094813;zz00000616
ge80052453;US;us81997653;zz00000617
ge80052063;US;us84091795;zz00000618
ge80135659;US;us84088665;zz00000619
ge80137779;US;us84093670;zz00000620
ge80137823;US;us84093784;zz00000621
ge80138254;US;us84094915;zz00000622
ge80138272;US;us84094964;zz00000623
ge80044560;AB;ab00709329;zz00000624
ge80044381;AB;ab00709281;zz00000625
ge80044380;AB;ab00709280;zz00000626
ge80091336;AB;ab00709415;zz00000627
ge80035807;AB;ab00709334;zz00000628
ge80031922;AB;ab00700737;zz00000629
ge80044135;AB;ab00709132;zz00000630
ge80034235;AB;ab00709349;zz00000631
ge80090335;AB;ab00709182;zz00000632
ge80055084;AB;ab00709249;zz00000633
ge80034281;AB;ab00709357;zz00000634
ge80035652;AB;ab00700696;zz00000635
ge80034318;AB;ab00709382;zz00000636
ge80035865;AB;ab00709354;zz00000637
ge80018702;AB;ab00709302;zz00000638
ge80034442;AB;ab00709433;zz00000639
ge80033077;AB;ab00709524;zz00000640
ge80020954;AB;ab00709480;zz00000641
ge80033484;AB;ab00709165;zz00000642
ge80032389;AB;ab00702517;zz00000643
ge80032213;AB;ab00709460;zz00000644
ge80036062;AB;ab00701525;zz00000645
ge80032212;AB;ab00709459;zz00000646
ge80033011;AB;ab00709501;zz00000647
ge80044831;AB;ab00702693;zz00000648
ge80034562;AB;ab00709464;zz00000649
ge80035953;AB;ab00709416;zz00000650
ge80071699;AB;ab00709477;zz00000651
ge80071570;AB;ab00700742;zz00000652
ge80034585;AB;ab00709469;zz00000653
ge80036186;AB;ab00709496;zz00000654
ge80032283;AB;ab00700328;zz00000655
ge80034538;AB;ab00701124;zz00000656
ge80032284;AB;ab00703753;zz00000657
ge80031858;AB;ab00700542;zz00000658
ge80034980;AB;ab00709491;zz00000659
ge80006672;AB;ab00709521;zz00000660
ge80005919;AB;ab00709504;zz00000661
ge80005920;AB;ab00700505;zz00000662
ge80034633;AB;ab00709475;zz00000663
ge80036294;AB;ab00700498;zz00000664
ge80032265;AB;ab00701491;zz00000665
ge80003742;AB;ab00709470;zz00000666
ge80003645;AB;ab00709466;zz00000667
ge80005748;AB;ab00709498;zz00000668
ge80005750;AB;ab00709499;zz00000669
ge80006479;AB;ab00709512;zz00000670
ge80045054;AB;ab00709483;zz00000671
ge80033479;AB;ab00709158;zz00000672
ge80031495;AB;ab00700689;zz00000673
ge80102149;AB;ab00709028;zz00000674
ge80114132;AB;ab00709029;zz00000675
ge80115903;AB;ab00709260;zz00000676
ge80034295;AB;ab00709364;zz00000677
ge80033309;AB;ab00709061;zz00000678
ge80033364;AB;ab00709102;zz00000679
ge80033800;AB;ab00709267;zz00000680
ge80035938;AB;ab00709406;zz00000681
ge80033362;AB;ab00700628;zz00000682
ge80035400;AB;ab00709147;zz00000683
ge80044736;AB;ab00709445;zz00000684
ge80034217;AB;ab00709347;zz00000685
ge80031494;AB;ab00709295;zz00000686
ge80034244;AB;ab00709352;zz00000687
ge80117368;AB;ab00709402;zz00000688
ge80117366;AB;ab00709400;zz00000689
ge80079718;AB;ab00709133;zz00000690
ge80094877;AB;ab00709401;zz00000691
ge80091302;AB;ab00709403;zz00000692
ge80114372;AB;ab00709100;zz00000693
ge80073539;AB;ab00709282;zz00000694
ge80032099;AB;ab00700775;zz00000695
ge80034411;AB;ab00709422;zz00000696
ge80044093;AB;ab00709117;zz00000697
ge80073197;AB;ab00709094;zz00000698
ge80093529;AB;ab00709097;zz00000699
ge80093527;AB;ab00709095;zz00000700
ge80080598;AB;ab00709096;zz00000701
ge80073886;AB;ab00709358;zz00000702
ge80090425;AB;ab00709213;zz00000703
ge80093837;AB;ab00709216;zz00000704
ge80081439;AB;ab00709069;zz00000705
ge80090494;AB;ab00709228;zz00000706
ge80090502;AB;ab00709235;zz00000707
ge80114164;AB;ab00709051;zz00000708
ge80128293;AB;ab00709212;zz00000709
ge80081513;AB;ab00709112;zz00000710
ge80099800;AB;ab00709330;zz00000711
ge80093833;AB;ab00709214;zz00000712
ge80073555;AB;ab00709289;zz00000713
ge80032121;AB;ab00709430;zz00000714
ge80093690;AB;ab00709176;zz00000715
ge80114918;AB;ab00709204;zz00000716
ge80114740;AB;ab00709172;zz00000717
ge80128260;AB;ab00709171;zz00000718
ge80082775;AB;ab00709453;zz00000719
ge80116188;AB;ab00709307;zz00000720
ge80116187;AB;ab00709306;zz00000721
ge80090733;AB;ab00709301;zz00000722
ge80032173;AB;ab00700779;zz00000723
ge80073540;AB;ab00709283;zz00000724
ge80115844;AB;ab00709242;zz00000725
ge80074699;AB;ab00709318;zz00000726
ge80073757;AB;ab00709315;zz00000727
ge80114618;AB;ab00709135;zz00000728
ge80073890;AB;ab00709360;zz00000729
ge80073889;AB;ab00700740;zz00000730
ge80128332;AB;ab00709262;zz00000731
ge80033294;AB;ab00709042;zz00000732
ge80044074;AB;ab00709092;zz00000733
ge80044546;AB;ab00709323;zz00000734
ge80033930;AB;ab00709310;zz00000735
ge80044133;AB;ab00709130;zz00000736
ge80044377;AB;ab00709278;zz00000737
ge80031051;AB;ab00709140;zz00000738
ge80035500;AB;ab00709225;zz00000739
ge80031058;AB;ab00700643;zz00000740
ge80035306;AB;ab00709057;zz00000741
ge80033472;AB;ab00709153;zz00000742
ge80033478;AB;ab00709157;zz00000743
ge80034350;AB;ab00709391;zz00000744
ge80044209;AB;ab00709199;zz00000745
ge80044067;AB;ab00709074;zz00000746
ge80033619;AB;ab00709218;zz00000747
ge80033503;AB;ab00709186;zz00000748
ge80044628;AB;ab00709370;zz00000749
ge80033620;AB;ab00709222;zz00000750
ge80031089;AB;ab00709166;zz00000751
ge80033292;AB;ab00709041;zz00000752
ge80035489;AB;ab00709217;zz00000753
ge80035923;AB;ab00709393;zz00000754
ge80035297;AB;ab00709037;zz00000755
ge80035329;AB;ab00709098;zz00000756
ge80033724;AB;ab00709247;zz00000757
ge80035603;AB;ab00709277;zz00000758
ge80044738;AB;ab00709448;zz00000759
ge80044158;AB;ab00709151;zz00000760
ge80044134;AB;ab00709131;zz00000761
ge80044212;AB;ab00709210;zz00000762
ge80033368;AB;ab00709109;zz00000763
ge80044048;AB;ab00709054;zz00000764
ge80044070;AB;ab00709079;zz00000765
ge80033741;AB;ab00709259;zz00000766
ge80034334;AB;ab00709385;zz00000767
ge80035567;AB;ab00709264;zz00000768
ge80044393;AB;ab00709290;zz00000769
ge80044308;AB;ab00709240;zz00000770
ge80044321;AB;ab00709253;zz00000771
ge80035962;AB;ab00709427;zz00000772
ge80035327;AB;ab00700624;zz00000773
ge80031085;AB;ab00709160;zz00000774
ge80035568;AB;ab00709265;zz00000775
ge80035600;AB;ab00709276;zz00000776
ge80033713;AB;ab00700663;zz00000777
ge80035897;AB;ab00709376;zz00000778
ge80034070;AB;ab00709321;zz00000779
ge80044277;AB;ab00709234;zz00000780
ge80034483;AB;ab00709450;zz00000781
ge80114613;AB;ab00709129;zz00000782
ge80114425;AB;ab00709119;zz00000783
ge80079770;AB;ab00709209;zz00000784
ge80125292;AB;ab00709455;zz00000785
ge80090648;AB;ab00709285;zz00000786
ge80125246;AB;ab00709419;zz00000787
ge80128249;AB;ab00709139;zz00000788
ge80074109;AB;ab00709457;zz00000789
ge80073193;AB;ab00709091;zz00000790
ge80073154;AB;ab00709060;zz00000791
ge80124579;AB;ab00709065;zz00000792
ge80117180;AB;ab00709363;zz00000793
ge80114147;AB;ab00709036;zz00000794
ge80074105;AB;ab00709452;zz00000795
ge80090461;AB;ab00709411;zz00000796
ge80090153;AB;ab00709233;zz00000797
ge80073421;AB;ab00709230;zz00000798
ge80074104;AB;ab00709449;zz00000799
ge80073920;AB;ab00709369;zz00000800
